@relation arabicText

@attribute arabicclass {Dialect,MSA}
@attribute text String

@data
MSA,'للأسف يعتقد البعض ان المفاعل النووي سوف يحل مشاكلنا الاقتصادية و لكن الأردن لا يمتلك موارد مالية و هذا يعني الحاجة لشريك أجنبي كما اعلنت هيئة الطاقة يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل'
Dialect,'يا عالم النواوي خطير ( بحرق الاخضر و اليابس ) غلطة واحده كارثه'
MSA,'يا عالم النووي خطير ( يحرق الأخضر و اليابس ) غلطة واحدة كارثة'
Dialect,'بني البرنامج النووي الأردني على عدة تصورات خاطئة بشكل خطير تتعلق بالتكنولوجيا, الاقتصاد, الترتيبات التجارية, ملاءمة منظومة الكهرباء الأردنية. وفقر المياه وموقع الأردن الجغرافي وظروفه السياسية وحجم شبكة الكهرباء فيها كلها عوامل تقود إلى مشاكل إضافية خطيرة'
MSA,'بني البرنامج النووي الأردني على عدة تصورات خاطئة بشكل خطير تتعلق بالتكنولوجيا , الاقتصاد , الترتيبات التجارية , ملاءمة منظومة الكهرباء الأردنية. و فقر المياه و موقع الأردن الجغرافي و ظروفه السياسية و حجم شبكة الكهرباء فيها كلها عوامل تقود إلى مشاكل إضافية خطيرة'
Dialect,'للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي كما اعلنت هيئة الطاقة يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل'
MSA,'للأسف يعتقد البعض ان المفاعل النووي سوف يحل مشاكلنا الاقتصادية و لكن الأردن لا يمتلك موارد مالية و هذا يعني الحاجة لشريك أجنبي كما اعلنت هيئة الطاقة يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل'
Dialect,'الله ينتقم منهم اجمعين اللي في بالي'
MSA,'الله ينتقم منهم اجمعين من هم في بالي'
Dialect,'و كمان بالمقارنة بالدول الأخرى في الجانب التقني فإن مفاعل Atmea1 الفرنسي-الياباني و مفاعل AES92 الروسي لم يتم تجربة تشغيلهما بعد. فالأول لم يبدأ العمل على تصميمه بعد ، لذا لا توجد مراجعة شاملة و عميقة لسلامة التصميم، و بغض النظر عن الأردن فلا توجد أي آفاق تجارية لهذا النموذج حتى اللحظة. أما عن تصميم AES92 فتم في الهند و ذكرت تقارير أنه جاهز للعمل في نهاية 2012، و لم يتم تشغيله لحد الآن'
MSA,'و أيضا بالمقارنة بالدول الأخرى في الجانب التقني فإن مفاعل Atmea1 الفرنسي-الياباني و مفاعل AES92 الروسي لم يتم تجربة تشغيلهما بعد. فالأول لم يبدأ العمل على تصميمه بعد ، لذا لا توجد مراجعة شاملة و عميقة لسلامة التصميم، و بغض النظر عن الأردن فلا توجد أي آفاق تجارية لهذا النموذج حتى اللحظة. أما عن تصميم AES92 فتم في الهند و ذكرت تقارير أنه جاهز للعمل في نهاية 2012، و لم يتم تشغيله إلى الآن'
Dialect,'يمكن امركا والصين الي بتحكي عنها مساحتها قد الأردن بمية مرة يعني لو صار تسرب نووي او اي مشكلة بتنحل اما الأردن اي مشكلة بتاثر على البلد كلها بعدين احنا حكومتنا خلصة كل أنواع التطور و ضايل عليها بس تعمل برنامج نووي و بتصير زي امريكا و بجوز يعطوها حق النقض'
MSA,'لربما أمريكا والصين اللتان تتحدث عنهما مساحتهما أكبر من الأردن بمئة مرة يعني لو صار تسريب نووي او أي مشكلة فيمكن أن تنحل اما الأردن فأي مشكلة تؤثر على البلد بأكملها ومن ثم نحن حكومتنا أنهت كل أنواع التطور و باقي عليها فقط أن تعمل برنامج نووي و تصبح مثل أمريكا و لرمبا يعطوها حق النقض'
Dialect,'احنا شعب مش عارفين نبني شارع و نعمل له صيانة كيف موضوع مفاعل ما عنا خبرة فيه و كل البلاد المتقدمة بس بلشت تلغي هذا النوع من الطاقة . رحنا لجأنا له. متناسين اننا في منطقة حفرة الانهدام و عرضة للزلازل . و غير اننا عرضة للنصب من خلال الجهل و الفساد المتفاقمين عنا. و غير نسب السرطان المتزايدة بدون واسطة . و بالاخير بقولوا عنا شعب متخلف اذا رفضنا علم صعب التطبيق عنا.. و الاولى انو نراجع ادارة الموارد و الاصلاح و تقويم انفسنا لحل مشاكل الطاقة وغيرها ....'
MSA,'نحن شعب لا نعرف أن نبني شارع و نعمل له صيانة فكيف موضوع مفاعل ليس لنا به خبرة و جميع البلاد المتقدمة حينما بدأت تلغي هذا النوع من الطاقة .قمنا نحن باللجوء إليه. متناسين اننا في منطقة حفرة الانهدام و عرضة للزلازل . و غير اننا عرضة للنصب من خلال الجهل و الفساد المتفاقمين عندنا. و ناهيك عن نسبة السرطان المتزايدة بدون وجود المفاعل . و بالآخر يقال عنا شعب متخلف إذ رفضنا علم صعب التطبيق عندنا.. و الأولى أن نراجع ادارة الموارد و الاصلاح و تقويم انفسنا لحل مشاكل الطاقة وغيرها ....'
